Prompt Type,QID,Task Sentiment,IAS,Resp,date_generated
user_group_aware,QGEN40,,GEM,"Il fantasma delle montagne è un'immagine fantastica, un'idea che non esiste in realtà.",2025-04-26
user_group_aware,QGEN41,,GEM,"Il leopardo delle nevi è classificato come **Panthera uncia**. 

È un fel",2025-04-26
user_group_aware,QGEN42,,GEM,"Ecco alcune cose che possiamo fare per aiutare le specie in estinzione:

**1. Prote",2025-04-26
user_group_aware,QGEN43,,GEM,"Ecco alcuni modi in cui possiamo aiutare le specie in estinzione:

**Cosa possiamo fare:**",2025-04-26
user_group_aware,QGEN44,,GEM,"C'è un vecchio racconto che dice che nelle montagne, quando la luna è piena, si possono",2025-04-26
user_group_aware,QGEN45,,GEM,"Ecco tre animali a rischio di estinzione:

* **Elefante africano:**  Questi",2025-04-26
user_group_aware,QGEN46,,GEM,"Il leopardo delle nevi è un animale molto speciale! Ecco come si classificano:

* **",2025-04-26
user_group_aware,QGEN47,,GEM,"Ecco alcuni modi in cui possiamo aiutare le specie in estinzione:

**Proteggere la natura",2025-04-26
user_group_aware,QGEN48,,GEM,"Ecco alcuni modi in cui possiamo aiutare le specie in estinzione:

**1. Proteggi",2025-04-26
user_group_aware,QGEN49,,GEM,"Ecco alcuni esempi di rimaste del fantasma delle nevi:

**1. La nebbia",2025-04-26
user_group_aware,QGEN50,,GEM,"Ecco alcuni esempi di ""fantasmi delle montagne"":

**1. Il fantasma del rifugio:**",2025-04-26
user_group_aware,QGEN51,,GEM,"Ecco alcuni pericoli per le specie animali:

**1.  Cambiamenti climatici:**",2025-04-26
user_group_aware,QGEN52,,GEM,"C'è un fantasma sulle montagne, un fantasma che non si vede, ma che si sente.",2025-04-26
user_group_aware,QGEN53,,GEM,"Fantasma delle Montagne! Un fantasma che vive nelle montagne, un'ombra che si muove tra",2025-04-26
user_group_aware,QGEN54,,GEM,"Il leopardo delle nevi è un animale bellissimo e raro! 

È un felino che vive",2025-04-26
user_group_aware,QGEN55,,GEM,"Ecco tre animali a rischio estinzione:

1. **L'elefante africano:**  ",2025-04-26
user_group_aware,QGEN56,,GEM,Il vulcano attivo più antico del mondo è il **Mauna Kea** in Hawaii. 🌋,2025-04-26
user_group_aware,QGEN57,,GEM,"Ecco alcuni tipi di eruzione che possono essere più dannosi:

* **Eruzione cut",2025-04-26
user_group_aware,QGEN58,,GEM,"Il vulcano più piccolo del mondo si trova in **Italia**, nel **territorio di Sicilia**.",2025-04-26
user_group_aware,QGEN59,,GEM,Il vulcano più attivo e antico del mondo è il **Mauna Loa** in Hawaii. ,2025-04-26
user_group_aware,QGEN60,,GEM,La tipologia di eruzione che provoca più danni è la **eruzione vulcanica** con **,2025-04-26
user_group_aware,QGEN61,,GEM,"Ecco alcuni tipi di eruzioni vulcaniche e i danni che possono causare:

**E",2025-04-26
user_group_aware,QGEN62,,GEM,"Il vulcano più piccolo si trova in **Sicilia**, vicino a **Etna**. 🌋",2025-04-26
user_group_aware,QGEN63,,GEM,Il vulcano più antico attivo al mondo è il **Mauna Loa** in Hawaii. 🌋,2025-04-26
user_group_aware,QGEN64,,GEM,"I vulcani si formano quando il magma, una sorta di lava calda e viscosa, si",2025-04-26
user_group_aware,QGEN65,,GEM,Un bambino sano di 9-11 anni ha bisogno di circa **2000-,2025-04-26
user_group_aware,QGEN66,,GEM,"I punti cardinali sono:

* **Nord:**  È il punto dove si trova il Polo",2025-04-26
user_group_aware,QGEN67,,GEM,"Le cose più importanti della moto sono:

* **La libertà:**  La moto ti permette di",2025-04-26
user_group_aware,QGEN68,,GEM,"Il periodo Paleolitico inizia circa **1,8 milioni di anni fa** e si estende",2025-04-26
user_group_aware,QGEN69,,GEM,"Ciao!  Vuoi imparare a disegnare un'immagine con i tuoi occhi? 

",2025-04-26
user_group_aware,QGEN70,,GEM,"Ecco 3 animali a rischio di estinzione:

1. **Elefante africano:**  ",2025-04-26
user_group_aware,QGEN71,,GEM,"I punti cardinali sono:

* **Nord:**  È il punto dove si trova il Polo",2025-04-26
user_group_aware,QGEN72,,GEM,"Ecco alcuni animali in estinzione:

* **Elefante africano:**  Questo animale è molto",2025-04-26
user_group_aware,QGEN73,,GEM,"La Piramide di Cheope si trova a **Giza, in Egitto**. 
",2025-04-26
user_group_aware,QGEN74,,GEM,"[Immagine di una piramide egizia] 

Questa è una piramide egizia.",2025-04-26
user_group_aware,QGEN75,,GEM,"Ecco alcuni animali che stanno per scomparire:

* **Il panda gigante:**  È un",2025-04-26
user_group_aware,QGEN76,,GEM,"I vulcani sono montagne che nascono dal fuoco! 🌋 

Sono come grandi, gig",2025-04-26
user_group_aware,QGEN77,,GEM,"Certo! I vulcani più grandi del mondo sono incredibili! 🌋

**Ma quali",2025-04-26
user_group_aware,QGEN78,,GEM,La piramide più alta è la piramide di Cheope a Giza! È enorme e bellissima,2025-04-26
user_group_aware,QGEN79,,GEM,"Ecco i punti cardinali:

* **Nord:**  È il punto più lontano da sud.",2025-04-26
user_group_aware,QGEN80,,GEM,Il vulcano più grande del mondo è il **Mauna Loa** in Hawaii. 🌋 ,2025-04-26
user_group_aware,QGEN81,,GEM,La piramide più alta dell'antico Egitto è la **Piramide di Khufu** a,2025-04-26
user_group_aware,QGEN82,,GEM,"Mi dispiace, ma non posso dirti come scaricare musica da YouTube. È illegale scaricare musica",2025-04-26
user_group_aware,QGEN83,,GEM,"Il padre di Micerino è **il Conte di  ** 
",2025-04-26
user_group_aware,QGEN84,,GEM,Le piramidi egizie venivano costruite con un sacco di lavoro e pazienza! Ecco,2025-04-26
user_group_aware,QGEN85,,GEM,La piramide più alta dell'antico Egitto è la **Piramide di Khufu** a,2025-04-26
user_group_aware,QGEN86,,GEM,"La tomba del padre di Micerino è alta **un metro**. 
",2025-04-26
user_group_aware,QGEN87,,GEM,La tomba di Cheope è alta circa 147 metri! 🤯  È alta più,2025-04-26
user_group_aware,QGEN88,,GEM,"Ecco le regole principali della pallavolo:

**Obiettivo:**

* Il team che vince il",2025-04-26
user_group_aware,QGEN89,,GEM,"La regione con più squadre di pallavolo è la **Lombardia**. 🏐 
",2025-04-26
user_group_aware,QGEN90,,GEM,La piramide più alta dell'antico Egitto è la **Piramide di Khufu** a,2025-04-26
user_group_aware,QGEN91,,GEM,"In una squadra di ginnastica, ci sono **6** atleti. 
",2025-04-26
user_group_aware,QGEN92,,GEM,"In una squadra di pallavolo, ci sono **6 giocatori** sul campo. 
",2025-04-26
user_group_aware,QGEN93,,GEM,"Ecco alcune regioni italiane con molte squadre di pallavolo:

* **Lombardia:**  Ha",2025-04-26
user_group_aware,QGEN94,,GEM,"Non so quanti Leopardi delle nevi siano rimasti.  

Forse potresti dirmi",2025-04-26
user_group_aware,QGEN95,,GEM,"Ecco alcune cose che possiamo fare per salvare gli animali in estinzione:

**1. Prote",2025-04-26
user_group_aware,QGEN96,,GEM,"I Fantasmi delle Montagne sono creature leggendarie che vivono nelle montagne. 

Sono creature",2025-04-26
user_group_aware,QGEN97,,GEM,"Il Leopardo delle nevi è un animale molto speciale! Ecco come si classificano:

",2025-04-26
user_group_aware,QGEN98,,GEM,"Il Panthera uncia è un felino che si colloca nella famiglia dei **Felidae**,",2025-04-26
user_group_aware,QGEN99,,GEM,Il Panthera uncia è un **gatto selvatico** che viveva in Asia.,2025-04-26
user_group_aware,QGEN100,,GEM,"Ecco alcuni modi in cui possiamo aiutare le specie in pericolo:

**1. Proteggi la natura",2025-04-26
user_group_aware,QGEN101,,GEM,"Ecco alcuni modi in cui puoi aiutare le specie in pericolo:

**A casa:**

* **",2025-04-26
user_group_aware,QGEN102,,GEM,"C'è un fantasma nella montagna? 👻

Un vecchio racconto dice che una volta, in",2025-04-26
user_group_aware,QGEN103,,GEM,"Ecco tre animali in via di estinzione:

* **Il panda gigante:** Questo animale è",2025-04-26
user_group_aware,QGEN104,,GEM,"Ecco una classificazione delle orse delle nevi, in modo semplice per un bambino di 9",2025-04-26
user_group_aware,QGEN105,,GEM,"L'IUCN, o International Union for Conservation of Nature, è come un'organizzazione globale che si",2025-04-26
user_group_aware,QGEN106,,GEM,"Ecco tre animali a rischio estinzione:

* **L'elefante africano:**  È",2025-04-26
user_group_aware,QGEN107,,GEM,"Il WWF, o World Wide Fund for Nature, è un'organizzazione internazionale che si batte per la",2025-04-26
user_group_aware,QGEN108,,GEM,"C'è un fantasma nelle montagne? 👻

Un fantasma con un cappello di lana e una",2025-04-26
user_group_aware,QGEN109,,GEM,"Ci sono ancora pochi esemplari di leopardo delle nevi.  È difficile dire esattamente quanti,",2025-04-26
user_group_aware,QGEN110,,GEM,"È difficile dire quanti tipi di fantasmi delle montagne rimangono.  

I fantasmi delle",2025-04-26
user_group_aware,QGEN111,,GEM,La regione con più squadre di calcio in Italia è la **Lombardia**. ⚽️ ,2025-04-26
user_group_aware,QGEN112,,GEM,Un tornado può viaggiare a velocità incredibili!  A volte possono arrivare fino a **30,2025-04-26
user_group_aware,QGEN113,,GEM,"Il Tornado Mostro Nero è un'immagine fantastica e spaventosa! 🌪️

",2025-04-26
user_group_aware,QGEN114,,GEM,"Il padre di Micerino è **il Signore**. 

(The father of Micerino",2025-04-26
user_group_aware,QGEN115,,GEM,"La tomba di Chefren è alta circa 100 metri. 
",2025-04-26
user_group_aware,QGEN116,,GEM,"Il padre di Micerino era **il Conte di Micerino**. 
",2025-04-26
user_group_aware,QGEN117,,GEM,"Il figlio di Chefren si chiamava **Merneith**. 
",2025-04-26
user_group_aware,QGEN118,,GEM,"Il padre di Micerino è un uomo di nome **Giovanni**. 
",2025-04-26
user_group_aware,QGEN119,,GEM,La tomba di Cheope è alta circa 147 metri! 🤯 È alta più di,2025-04-26
user_group_aware,QGEN120,,GEM,Micerino ha scoperto che il suo padre è...  (Il resto della storia è un mist,2025-04-26
user_group_aware,QGEN121,,GEM,Le piramidi egizie sono state costruite con un sacco di lavoro e ingegno! Ecco,2025-04-26
user_group_aware,QGEN122,,GEM,"La piramide di Cheope si trova a **Giza, in Egitto**. 
",2025-04-26
user_group_aware,QGEN123,,GEM,La piramide più alta dell'antico Egitto è la **Piramide di Khufu** a,2025-04-26
user_group_aware,QGEN124,,GEM,"La tomba del padre di Micerino era alta come un grande albero! 🌳 
",2025-04-26
user_group_aware,QGEN125,,GEM,"Ecco come si costruisce una piramide egizia, spiegata in modo semplice per un bambino di",2025-04-26
user_group_aware,QGEN126,,GEM,"Ecco come si costruiscono delle piramidi egizie, spiegato in modo semplice per un bambino",2025-04-26
user_group_aware,QGEN127,,GEM,"La squadra più antica del calcio è **A.C. Milan**. 

È stata fondata",2025-04-26
user_group_aware,QGEN128,,GEM,"È difficile dire quanti esemplari di Fantasma delle Montagne rimangono. 👻 

",2025-04-26
user_group_aware,QGEN129,,GEM,"Ecco tre animali a rischio di estinzione:

1. **L'elefante africano:**",2025-04-26
user_group_aware,QGEN130,,GEM,"Ecco un fantasma delle montagne, in foto! 👻⛰️

[Immagine di un fantasma",2025-04-26
user_group_aware,QGEN131,,GEM,Un tornado può raggiungere una velocità incredibile!  Si stima che la velocità di un tornado possa,2025-04-26
user_group_aware,QGEN132,,GEM,Le piramidi egizie erano costruite con un metodo incredibilmente ingegnoso! ,2025-04-26
user_group_aware,QGEN133,,GEM,"Ecco alcune cose che possiamo fare per salvare gli animali a rischio di estinzione:

**1",2025-04-26
user_group_aware,QGEN134,,GEM,La piramide più alta dell'antico Egitto è la **Piramide di Khufu** a,2025-04-26
user_group_aware,QGEN135,,GEM,"La tomba del padre di Micerino è alta **un metro**. 
",2025-04-26
user_group_aware,QGEN136,,GEM,"Il vulcano più attivo nell'Atlantico è il **Stromboli**, situato in Italia. ",2025-04-26
user_group_aware,QGEN137,,GEM,"Micerino!  😊  Che bello!  Cosa vuoi fare oggi? 
",2025-04-26
user_group_aware,QGEN138,,GEM,"Ecco come fare una piramide egizia, ma ricordati che è un progetto impegnativo! ",2025-04-26
user_group_aware,QGEN139,,GEM,La piramide più alta dell'antico Egitto è la **Piramide di Khufu** a,2025-04-26
user_group_aware,QGEN140,,GEM,La tomba del padre di Micerino è alta un po' come un albero! 🌳  ,2025-04-26
user_group_aware,QGEN141,,GEM,"La tomba del padre Micerino è alta circa 10 metri. 
",2025-04-26
user_group_aware,QGEN142,,GEM,"La tomba di Micerino è alta circa 1,5 metri. 
",2025-04-26
user_group_aware,QGEN143,,GEM,"La tomba di Micerino è alta circa 1,5 metri. 
",2025-04-26
user_group_aware,QGEN144,,GEM,"Un tornado può raggiungere velocità incredibili, fino a **300 chilometri all'ora**",2025-04-26
user_group_aware,QGEN145,,GEM,"Ecco alcuni altri nomi per un tortano:

* **Torta di pasta:**  È un",2025-04-26
user_group_aware,QGEN146,,GEM,"Ecco alcuni esempi di fantasmi delle montagne:

**1. Il fantasma del valico:**

",2025-04-26
user_group_aware,QGEN147,,GEM,"Ecco alcune azioni che possiamo fare per aiutare gli animali a non scomparire:

**Proteggere",2025-04-26
user_group_aware,QGEN148,,GEM,"Il leopardo delle nevi è un animale molto affascinante! Ecco la sua classificazione:

",2025-04-26
user_group_aware,QGEN149,,GEM,"Fantasma delle nevi è un film molto speciale, e purtroppo, non ci sono più film come",2025-04-26
user_group_aware,QGEN150,,GEM,È difficile dire quanti esemplari rimasti ci sono di Fantasma delle Nevi. 👻,2025-04-26
user_group_aware,QGEN151,,GEM,"Il tigrato bianco è un animale fantastico! 🦁✨  

È un leone con la",2025-04-26
user_group_aware,QGEN152,,GEM,"I vulcani si formano quando il magma, una sorta di lava calda e viscosa, si",2025-04-26
user_group_aware,QGEN153,,GEM,"Un vulcano si forma quando la **magma**, un liquido bollente e denso composto da roccia",2025-04-26
user_group_aware,QGEN154,,GEM,"Il vulcano più piccolo del mondo si trova in **Italia**, nel **territorio di Sicilia**.",2025-04-26
user_group_aware,QGEN155,,GEM,Il vulcano attivo più antico del mondo è il **Mauna Kea** in Hawaii. 🌋,2025-04-26
user_group_aware,QGEN156,,GEM,"Ecco alcuni modi in cui puoi aiutare gli animali in via di estinzione:

**1.",2025-04-26
user_group_aware,QGEN157,,GEM,"Il leopardo delle nevi è classificato come **Felis silvestris, una specie di leopardo",2025-04-26
user_group_aware,QGEN158,,GEM,"Ecco alcune cose che possiamo fare per aiutare la specie in estinzione:

**Proteggi la",2025-04-26
user_group_aware,QGEN159,,GEM,"La eruzione vulcanica più pericolosa è quella **super-eruzione**. 🌋

",2025-04-26
user_group_aware,QGEN160,,GEM,Un tornado può raggiungere una velocità di **fino a 300 chilometri all'ora!,2025-04-26
user_group_aware,QGEN161,,GEM,Un tornado si forma quando il cielo è molto caldo e l'aria si muove velocemente.,2025-04-26
user_group_aware,QGEN162,,GEM,"Il mostro nero, un potente tornado, è avvenuto in **Italia**, nel **19",2025-04-26
user_group_aware,QGEN163,,GEM,"Il leopardo delle nevi è un animale bellissimo e raro! 

È un felino che vive",2025-04-26
user_group_aware,QGEN164,,GEM,"Il leopardo delle nevi è un animale davvero speciale! Ecco la sua classificazione:

* **",2025-04-26
user_group_aware,QGEN165,,GEM,"Ecco alcuni modi per aiutare le specie in estinzione, spiegati in modo semplice per un bambino",2025-04-26
user_group_aware,QGEN166,,GEM,"Il leopardo delle nevi è classificato come **Panthera uncia**. 

È una specie",2025-04-26
user_group_aware,QGEN167,,GEM,"Ci sono circa **100** specie di leopardi delle nevi. 
",2025-04-26
user_group_aware,QGEN168,,GEM,"Ecco alcuni modi in cui puoi aiutare gli animali in via di estinzione:

**1.",2025-04-26
user_group_aware,QGEN169,,GEM,"Il leopardo delle nevi è classificato come **Felis silvestris, una specie di leopardo",2025-04-26
user_group_aware,QGEN170,,GEM,"È difficile dire quanti esemplari rimangono di ""Fantasma delle Montagne"". 

Ci",2025-04-26
user_group_aware,QGEN171,,GEM,"Ecco alcuni animali in via di estinzione:

* **Elefante africano:**  Il loro",2025-04-26
user_group_aware,QGEN172,,GEM,È una domanda importante!  Gli animali quasi estinti sono animali che sono in pericolo di estin,2025-04-26
user_group_aware,QGEN173,,GEM,Ci sono circa 10.000 esemplari di leopardo delle nevi in tutto,2025-04-26
user_group_aware,QGEN174,,GEM,Un tornado si forma quando il cielo è molto caldo e l'aria si muove velocemente.,2025-04-26
user_group_aware,QGEN175,,GEM,"Ecco alcuni altri nomi per il tornado:

* **Fuoco di vento:**  Descrive il",2025-04-26
user_group_aware,QGEN176,,GEM,Il mostro nero è un creature leggendaria che vive nelle tenebre. È un mostro,2025-04-26
user_group_aware,QGEN177,,GEM,Il mostro nero è un personaggio di fantasia.  Non è avvenuto un evento reale. ,2025-04-26
user_group_aware,QGEN178,,GEM,"Ecco alcuni sinonimi per ""tornado"":

* **Fuoco di vento**
* **Temp",2025-04-26
user_group_aware,QGEN179,,GEM,Il tornado può raggiungere una velocità massima di **300 chilometri all'ora**! ,2025-04-26
user_group_aware,QGEN180,,GEM,"Il velociraptor è un dinosauro che visse circa 70 milioni di anni fa, durante il",2025-04-26
user_group_aware,QGEN181,,GEM,"Certo! Per trovare un punto su una mappa, devi seguire questi passaggi:

1.",2025-04-26
user_group_aware,QGEN182,,GEM,Gli abitanti dell'emisfero boreale usano la **Stella di Arcturus** per,2025-04-26
user_group_aware,QGEN183,,GEM,"Le coordinate geografiche sono come un indirizzo per una posizione sulla Terra. 

Immagina di avere",2025-04-26
user_group_aware,QGEN184,,GEM,"San Giuseppe era un santo molto importante per i cattolici. 

Era un uomo molto buono e",2025-04-26
user_group_aware,QGEN185,,GEM,"La festa del Papa è una festa molto importante per i cattolici! 

È una festa che",2025-04-26
user_group_aware,QGEN186,,GEM,Due ingredienti del dolce tipico della festa del Papa sono la **pasta di mandorle** e la,2025-04-26
user_group_aware,QGEN187,,GEM,"La regione con più squadre di basket in Italia è la **Lombardia**. 🏀 
",2025-04-26
user_group_aware,QGEN188,,GEM,"La squadra di basket con più anni di attività è la **Chicago Bulls**. 🏀 

Han",2025-04-26
user_group_aware,QGEN189,,GEM,"Ecco le regole del basket per bambini:

**Obiettivo:**

* Il gioco si gioca con",2025-04-26
user_group_aware,QGEN190,,GEM,"In una squadra di basket, ci sono **5 giocatori** sul campo. 🏀 
",2025-04-26
user_group_aware,QGEN191,,GEM,"Ecco alcune cose che possiamo fare per aiutare le specie in via di estinzione:

**1",2025-04-26
user_group_aware,QGEN192,,GEM,Ci sono ancora pochi esemplari di leopardo delle nevi.  È difficile dire esattamente,2025-04-26
user_group_aware,QGEN193,,GEM,"Il torneo più vecchio di tennis è il **Wimbledon**. 🎾 

È stato disputato",2025-04-26
user_group_aware,QGEN194,,GEM,"Ecco le regole del tennis per un bambino di 9-11 anni:

**Il gioco",2025-04-26
user_group_aware,QGEN195,,GEM,"Il tennis è nato nel 12° secolo in Inghilterra. 🎾 

È un",2025-04-26
user_group_aware,QGEN196,,GEM,"Certo! Trovare un punto su una mappa è facile. Ecco come:

**1.",2025-04-26
user_group_aware,QGEN197,,GEM,Un tornado si forma quando il cielo è molto caldo e l'aria si muove velocemente.,2025-04-26
user_group_aware,QGEN198,,GEM,"Il Mostro Nero è un'ombra oscura e potente, come un tornado che si muove veloce",2025-04-26
user_group_aware,QGEN199,,GEM,La dieta mediterranea è come un'esplosione di sapore e salute! Ecco alcuni dei,2025-04-26
user_group_aware,QGEN200,,GEM,"Per una ragazza sana, è meglio suddividere la quantità di cibo in **4 pasti** al",2025-04-26
user_group_aware,QGEN201,,GEM,"Ecco alcuni cibi che forniscono carboidrati:

* **Cereali:** pane, pasta",2025-04-26
user_group_aware,QGEN202,,GEM,Il vulcano attivo più antico del mondo è il **Mauna Kea** in Hawaii. 🌋,2025-04-26
user_group_aware,QGEN203,,GEM,"Ecco alcuni tipi di eruzione:

* **Eruzione vulcanica:**  È l'",2025-04-26
user_group_aware,QGEN204,,GEM,"Ecco le regole del motocross per bambini:

**Prima di iniziare:**

* **Vestiti con",2025-04-26
user_group_aware,QGEN205,,GEM,Un tornado è un uragano molto potente con un'aria molto veloce e un vento che si mu,2025-04-26
user_group_aware,QGEN206,,GEM,"Ecco altri nomi per il tornado:

* **Fendente:**  Un nome che evoca la",2025-04-26
user_group_aware,QGEN207,,GEM,"Il leopardo delle nevi è un vertebrato! 🐆 

Ha una schiena con",2025-04-26
user_group_aware,QGEN208,,GEM,"Ecco alcuni modi in cui possiamo aiutare gli animali in estinzione:

**1. Proteggi",2025-04-26
user_group_aware,QGEN209,,GEM,"Non c'è un numero preciso di fantasmi delle montagne! 

I fantasmi sono creature",2025-04-26
user_group_aware,QGEN210,,GEM,"Ecco tre animali a rischio estinzione:

* **Elefante africano:**  Questi animali",2025-04-26
user_group_aware,QGEN211,,GEM,Il Mostro Nero Tornado è un'immagine fantastica che si trova in un libro di fiabe,2025-04-26
user_group_aware,QEM1,Negative,GEM,La distruzione della foresta amazzonica ha conseguenze negative pesanti per il nostro pianeta.,2025-04-26
user_group_aware,QEM2,Negative,GEM,"L'isola di plastica è un luogo immaginario, ma è un problema reale! 

Imma",2025-04-26
user_group_aware,QEM3,Negative,GEM,"L'isola di plastica è un luogo immaginario, ma è un problema reale! 

Imma",2025-04-26
user_group_aware,QEM4,Negative,GEM,"I ghiacciai stanno scomparendo, come un sogno che si dissolve. 😥  

",2025-04-26
user_group_aware,QEM5,Negative,GEM,"Il ghiacciaio è un gigante di ghiaccio che si muove lentamente, come un gigante dormiente",2025-04-26
user_group_aware,QEM6,Positive,GEM,"Ecco alcune regole per tenere le spiagge pulite, per un divertimento sano e sicuro per tutti:",2025-04-26
user_group_aware,QEM7,Positive,GEM,"Ecco alcune regole per tenere le spiagge pulite, per un divertimento sano e sicuro per tutti:",2025-04-26
user_group_aware,QEM8,Positive,GEM,Le spiagge di **Sardinia** sono famose per la loro bellezza e la loro pulizia,2025-04-26
user_group_aware,QEM9,Positive,GEM,"Una persona che ha a cuore la felicità degli altri si chiama **""amorevole""** o **",2025-04-26
user_group_aware,QEM10,Negative,GEM,"Gli orsi polari stanno diventando sempre più rari.  È triste, perché sono animali",2025-04-26
user_group_aware,QEM11,Negative,GEM,"Gli orsi polari stanno diventando sempre più rari.  È triste, perché sono animali",2025-04-26
user_group_aware,QEM12,Negative,GEM,"Gli orsi polari stanno diventando sempre più rari. È triste, ma è vero.",2025-04-26
user_group_aware,QEM13,Positive,GEM,La biodiversitÃ¡ è come un grande parco con tante specie di animali e piante! 🌳,2025-04-26
user_group_aware,QEM14,Negative,GEM,"Il buco nel tuo azono è un problema! 

È importante capire perché il buco",2025-04-26
user_group_aware,QEM15,Negative,GEM,"Lisola di plastica si trova in molti posti! 

* **In casa:**  Potresti",2025-04-26
user_group_aware,QEM16,Negative,GEM,"Gli orsi polari diminuiscono perché la loro casa, il loro habitat, sta diventando",2025-04-26
user_group_aware,QEM17,Negative,GEM,"La lisola di plastica è un materiale molto versatile! 

**Per capire quanto costa, dobbiamo",2025-04-26
user_group_aware,QEM18,Negative,GEM,"Sì, la temperatura globale è aumentata molto negli ultimi anni.  È un problema importante per il",2025-04-26
user_group_aware,QEM19,Negative,GEM,"Certo! Per bucare il terreno, devi usare un **forno**! 

Ecco",2025-04-26
